text,gender
"           Work all day on MOnday, followed by Quizzo.  Chris and Dan were wandering around Newark promoting the Ground Floor show and stopped in Rainbow to ease our insanity.    We lost at Quizzo though we rocked most of the questions.  Unfortunately we were banished to the bottom floor instead of joining the excitement of the 2nd floor, but that's what happens when we're late. :-(     As Dan and I were walking back to my place, I saw a car swerve out from a side street and collide into a telephone pole.  Dan called 911 and we walked over there.  The girl wasn't trapped or bleeding, which was fortunate, just disillusioned.  I had my windows open in my apartment and shortly after I got in I could hear the scraping of metal from the pole.  It was gross.         ",female
"       Had a great weekend in Chicago visiting my old college roommate Jonny B.    Saw the Cubs beat the snot out of the Braves at Wrigley, powered in part by a Sammy Sosa homer that squeaked over the ivy in left field.    Got to see the Art Institute which features a great exhibit on Himalayan art, Van Gogh's  urlLink Bedroom , Wood's  urlLink American Gothic  and the big ole'  urlLink Seurat .  And I feel, with slightly more time, we would have made the trek out to  urlLink Highland Park  to trash PapaJon's sportscar.         ",male
        urlLink Here  is a cool article about someones vision of the future of punk.    ,male
"           Look here mate at least I dont even need to brag about having that many girls asking me to go out I just do it. Na im not like that im a good boy really : ) just the one for me at a time dont need that much to make me happy well I just need to find one to start with. Anyway Ive got 2weeks off now doing absolutely nothing and its bliss oh yea and of course watching the world cup as well, but its still nice to just do nothing. Right cya all sometime soon and if any of the toaster crew want to go out this Friday for some jugs give us a shout you know u want to.             ",male
    urlLink    Know Yourself ( by Prabhat)&nbsp; urlLink    ,male
"                   Long Weekend    Well... I have an extra long weekend!!! Obviously, I have Memorial Day off (yes, I'm still in school...)  The bad news, I have a big stupid speech due Wednesday for English. :( I hate my life...               ",male
"                 Today I realized I've reached a new low. All my fridge has in it now is carrots, condiments, a couple slices of wheat bread, two-week old hamburger helper I haven't thrown out yet, an apple, and cheese. The low part of this all is that the only reason I haven't yet gone to the grocery store (besides waiting for payday) is because I still have cheese. Without the cheese, I wouldn't be able to deal.   Oh, I love cheese. I would write a poem about it, but that would be really sad. Pathetic and sad.       ",female
"            We've been getting in a number of photos from the wedding of late, and I thought I'd share a few. I'll be putting more on the website once I get my computer (should be delivered in 2 weeks). If any of you have photos of the event I'd love to see them. If you could be so kind as to burn them to a cd and mail it out to me, I'd appreciate it.                              ",male
                  urlLink    stoned me             ,female
"           I was...I was indeed, HAL.  It's all for you.         ",male
"       In mid-June, I went on a vacation with my wife.  On this trip, we camped near Mount Rainier and spent part of one of the days hiking on a mountainous trail, which went for about six miles round trip, much of it going either up or downhill (unsurprising near a mountain).  There were parts of the hike that I really enjoyed, but for much of the hike, I was miserable.  Shortly after we returned, we went on a bike ride together.  We rode for about seven miles and, again, at the end of the trip, I was completely exhausted.  I began to worry a lot about my health, so today I went to visit my doctor, and he strongly recommended that I start on a better diet and a reasonable exercise regimen  immediately .  He had a lot of suggestions, which among them included    keeping an exercise / diet / weight management journal, which you're looking at right here  setting very discrete and realistic short term goals for myself, and rewarding myself when I accomplish them  setting a couple discrete long term goals  avoiding an extensive dietary overhaul, but instead just make sure you're getting all of your food groups in proper balance    So, I'm going to give this my best shot.  This is my exercise journal, and I might also post other things here, such as what I'm reading currently, what I'm listening to when I exercise, and so forth.    ",male
           Asher better start sleeping soon or both Ang and I are going to perish.         ,male
"                 Pictures time:                               urlLink big group pic    urlLink my home     urlLink Visit the Forums and chat!    Dad and friend off to friends' house. Its like.. they're 'hanging out' while mum and I stays at home! They're gonna watch footie till late, crashing at one of their homes. Hehhe... interesting huh, especially for an individual at 60!       ",male
   whats up with you guys? you all got jobs or something???;p  no sharing! selfish fuckers!!! ,female
"           From  urlLink Online Learning Update    urlLink  One Course, One Web Site - of Course? Maybe Not! - Ellen R. Cohn, Educause Quarterly     'Colleges and universities increasingly employ commercial Web-based course management systems (such as Blackboard and WebCT). How is it, then, that these institutions unquestioningly allocate a unique Web site to each class? Why establish one Web site for one course when other options provide so many benefits? Why isn't there a clamor for information systems that can accommodate multiple purposes and audiences and provide life-long continuity throughout the many phases of our educational, professional, and personal pursuits? '  (Ray Schroader,  urlLink Online Learning Update )            ",male
       Why am i still awake?!?!         ,female
"             Shot up to Aldershot last night to drop off my TA Medical forms so they could be checked by my Staff Sargent. Stace had all day be telling her chums at work that i was going to get my 'Balls felt', which would'nt have been to bad, but they took the piss out of me and gave me funny looks all day. Lil Bugger isn't she, but lovely thought.  Tommorow i get back into my driving lessons after i passed my theory, i'll have a couple of them and then i get on to my actual driving test. About bloody time alot of you are saying...!!         ",male
"   The joys of being single:  Letting the kids eat one more cupcake because they're going to dad's for the night.  Trading in the minivan for a 2-door, not because it's practical or makes any kind of financial sense, but because you can.  Getting a tattoo of a fairy, not because the (eventual) grandkids are going to want to look at Granny's fat ass, but because, for the first time in years, your body is your own.  When you are married, you are someone else's property, male or female.  That sense of liberation is undeniable.  So you date outside your religion, outside your race, outside your species, because you can (and it makes your sister crazy).  You paint the kitchen at 2:00 a.m., not because it needs painting, but because there's no one to tell you, 'come back to bed, it's 2:00 a.m.'  You build a fire in the fireplace and toast marshmallows in July, because you can.  You accept that some people won't approve of your new single-ness, stay home if you don't have a date, or go out alone; you make all these choices because you no longer belong to someone else, but to yourself only.  You do all these things (and lots more, I suspect), because you can. ",female
"              A Not So Brief Hiatus   Tomorrow will be the first day of my European tour, even if it will only bring me to Minnesota, where we will drop off the dog with Adrienne's parents and later fly fly fly to Hungary.  I'll try to post in between bowls of goulash and other cultural wonders, but who knows how possible that will be.  I'll be back for sure on June 12th.    The good news is that Scott has agreed to pick up the impeccable slack, and I'd like to take this opportunity to ask Drew to post more in these coming weeks as well.  But go easy on these guys; they actually have jobs.    Have an impeccable couple weeks, impeccable masses (dozens).         ",male
"        3G CDMA 2000 expands in India  Reliance Infocomm and Tata Teleservices are the driving factors of telecom growth in India especially in CDMA network implementations. The anti-outsourcing brigade in US should see to this how Indian Companies are helping Qualcomm, Cisco, Lucent, Nortel, Ericsson, Alcatel and thousands of others  not only as a consultant or contractors but also as a customer. Lets us all know what TRADE means. India is not just a cheap labour port it is also a R&D Hub and no longer it is follower of technologies it has become one of the early implementers too.    urlLink  3gNewsRoom  : Lucent Technologies announced it has been awarded a contract worth nearly $30 million to support the CDMA network expansion of Tata Teleservices in the state of Andhra Pradesh. Lucent will provide equipment, software and services to increase the coverage and capacity of Tata's network in this market.    Under the agreement, Lucent will supply Tata Teleservices with Lucent Flexent base stations that support 3G CDMA2000 1X service as well as upgrades for its mobile switching centers. The deployment will increase voice capacity on the network and enable Tata Teleservices to deliver a variety of value-added mobile high-speed data services such as video streaming and high- speed Internet access to more customers.   Related Links :   *  urlLink Success and Future Opportunities for CDMA2000 Examined at 2004    *  urlLink Lucent bags $30m Tata Tele deal   *  urlLink India To BREW Mobile Apps             ",male
"           I'm viewing it, so I thought you should too.          ",female
"       I've been listening to a fair bit of Morrissey's new album 'You Are The Quarry', and I dunno if this was the intention, but all I can do is laugh. Everything about it is just  sooooo  Morrissey that it seems like he's taking the piss. And considering this is supposed to be his most acclaimed solo album, that wouldn't surprise me. The funniest thing about it is the song titles, for anyone who was ever a Morrissey fan to have a chuckle at:   I Have Forgiven Jesus  The World Is Full Of Crashing Bores  How Could Anybody Possibly Know How I Feel  All The Lazy Dykes  You Know I Wouldn't Last   and this is a corker... the B-side to the new single (First Of the Gang to Die)   ‘My Life Is An Endless Succession Of People Saying Goodbye’     Ah Mozza. So tortured.  Meanwhile it seems like the NME is still obsessed with him, posting a whole article about his 'controversial' comment at one of his own gigs about wishing it was George W. Bush who'd died instead of Reagan. I mean really, everybody's thinking it!         ",male
"           i'm at erika's house. tania says  ERIKA SUCKSSS!!! . Why does Tania say this? She says this because ERika LURED us into her house to WATCh not stare at the Box, of Donnie darko because Tania did not view the movie. however, upon going to Erika's house, she DOES NOT HAVE A REMOTE TO WORK THE MOVIE WHICH IS ESSENTIAL FOR FUN TONIGHT. i READ this over. it does not make sense but i kno and tania, and erika knows what it means. i am also unable to type on erika's laptop because erika suks jut like the laptop.   THE END.EN.D.  PS- i AM HAVING NO FUN JKJK. I AM.BYE   pPS-THIS IS BONNIE NOT ERIKA BYE         ",female
"       For Father's Day 2004 my wife bought a new wedding band for me.  I've already lost 2 wedding bands, the last one on a long run.  I thanked her for the new one, then suggested an alternative (this is not romantic, but it was Father's Day, not Valentine's Day).  I suggested that I would really rather have a Garmin Forerunner 201, a wristband-mounted GPS unit that is ideal for long-distance runners.  She agreed to my proposal on the condition that I let everyone know that the Garmin unit on my wrist was my wedding band.  I agreed.  She returned the wedding band and I bought the Forerunner.  I've worn it now on a half dozen runs.  It is the greatest running accessory I've ever had.  I love it.  And I love the woman who gave it to me.  I think of her every time I wear it.         ",male
"       I debated on whether I'd even post about this, but why not?   I logged onto my Amazon wish list again to purchase something from it, and what do you know? Someone deleted everything except for the heating pad. How do I know it wasn't just a mistake on Amazon's part? Because there was now a book about overcoming Hypochondria. Someone's way of making a point, or perhaps just mocking me. Either way, I've gone through and updated the wish list with a new password.   As I was redoing my wish list, Wally came into the bedroom. I presumed he was done gaming. He looked in at me real quick and then turned to go to the bathroom. This is completely normal. Though I did note he seemed to be very quiet. Still, I finished up my wish list within a few minutes and got up to ask him if he wanted me to start a bath. But the bathroom light was still off. He was nowhere in the room. So I shouted down to him as he played his Xbox, and asked if he had just come up to the room. He said no and asked me why... My guess is that one of our ghosts wanted to check in on me because I was kind of sad and miffed. I feel so much better now! I got to see my first apparition, but without any fear. Nothing but calm here.            ",female
"       This morning, I am reminded of Ugly Ducking's 'I Wanna Go Home', a tune about hating work and putting up with stupid people in the office. Time for school. The time is 6:47 and the sun has not even begun to rise. Band is in 13 minutes. See you there.     urlLink Read more!          ",male
"           Wish you all a very Happy Diwali... I'll be going home tonite... heard the weather is not so good in many parts of Tamil Nadu... nothing different in Bangalore too... last 2 days I was down with high fever and diarrhoea... and feeling better today... its an erratic weather here... y'day morning it was raining heaviliy... then there was 3 hrs of bright sunlight in the afternoon with virtually no clouds on the sky.. and in the evening it started raining again... at the moment, the clouds and the sun are playing hide-and-seek...          ",male
               urlLink Throwing rice at weddings: bad for birds. Throwing grenades at weddings: bad for brides.    I forgot one of the questions on the last questionnaire.  urlLink Tune in  for your fill!         ,male
"               Life's not complicated, but we complicate it. Everything should be done as simple as possible.  ",female
"             i think i got the add in working, it should show up at the bottom of the post. cross your fingers   [Listening to: Dinosaurs Will Die - NOFX - Pump Up The Valium (03:01)]",male
           make that 5153. :)  Good night! God bless you guys!         ,male
"             Hello!&nbsp; It's Friday!&nbsp; It's all I can say.&nbsp; Time for a relaxing weekend!&nbsp; Well, most of the weekend.. still got to do that training in Jefferson County.&nbsp; That shall be fun as Kathy from the office is going with me.&nbsp; It'll be a wild ride... not too wild, her son is going with us.&nbsp; I just finished typing the minutes for the Family Support Center today, after procrastinating them for one month!&nbsp; I am glad we don't have a Board meeting every month.&nbsp; Just every two months.&nbsp; I had lunch with Susan today at Felix's.&nbsp; It was delicious and I know I ate too much, as usual.&nbsp;   To give you information:&nbsp; Family Support Center is in Prattville, a non-profit organization designed to help others in the community such as GED, parenting, adult education, family-school partnership, job placement, etc.&nbsp; I am on the Board of Directors as the Secretary/Tresurer.&nbsp; Susan Cranfield is a great friend of mine and is the Executive Director of the center.&nbsp; She was my high school teacher and we became good friends.&nbsp;  What else is going on with me... hmmm... let's see... not much but relaxing this evening watching tv, balancing several checkbooks to the penny, paying bills, and watching more tv.&nbsp; And my two girls are looking at me wanting to go outside... so I better let them out.&nbsp; Until next time!           ",male
            urlLink    urlLink ?   urlLink Blogging Mommies   urlLink #   urlLink >              ,female
           YAWN.  Off to the allergist.  Then a million things at work.  SAT tomorrow.  Yaya.  Oy.  Kamir is being nice.         ,female
"       not a bad day for me... not a busy day at work, just some designs to finish off... feeling quite pissed by the newly employed senior engineer while guiding him in simple designs, yes, i'll say it again, I GUIDE HIM?!?!?! i'm only a junior and me teaching  a senior engineer how to go about doing work the correct way, its not that i wanna complain, but, he should at least know how to use AutoCAD? Oh yes, AutoCAD means Computer Aided Drafting. crazy rite? my company actually employ someone  with minimum CAD knowledge as a senior engineer?? then at least my pay must be higher than his inorder to teach him things! well, bosses are IDIOTS, what to do?? reach gym at seven, gear up and ready to pump some iron!! did the crazy chest and back supersets today and holy shit! i'm pump till now, which is 3hrs after my workout... but i like it..hahahahahahah thermo stack really work well man, i see myself getting more cut, gotta let george know abt this stuff, bet he'll like it. went for dinner with kangming at tampines mall food court to have some beef soup, no vemicelli!!only beef, beef, beef and more beef!!!!! italy plays again tonite, or rather, tomorrow morning, gotta work, so can't watch..sianz..    ",male
"       i know that i've said before that i'm not a confrontational person.  my husband would laugh at me for saying this, because i'm always confrontational with him!  but i suppose i am a confrontational person.  i'm just not good at being confrontational.  i'm very passive agressive, and let things get to me too much before i explode.  i ruin friendships this way, i know.  some of the people i miss, and some of the people i don't.  but you know what?  i'm almost always glad that i've finally spoken my mind about things.  i know i'm not perfect.  most of the time i think of myself as the opposite.  but when i think back on these relationships, i know that i've done wrong and handled certain things  badly, but i do know that it's not all been me in the wrong.  i should have just said something sooner before i handled it badly.           ",female
"              Just tired......     I think I hit the overload marker.  Too many things coming at me.  Not enough output.  Job is really sucking.  Creatively, I am doing ok, I am still reading and soaking everything in.  Cave-Canem was awesome.  I feel like a poser sometimes.  I write but am I good?  Should I get these accolades?  I am not even close to where these people are.  Random thoughts. Official loser.  Wanting to change the world but the world is making it hard. Am I a slammer? Am I a poet? Am I a writer? What am I? Need time alone. funked out deep dark sad kinda lonely random thoughts feel like crying there is the tear why cry? you are a poser You are not a writer Fish You are not a poet random thoughts Deep heavy thoughts My shoulders collapsing more tears tears Confused wanting to change the world The world is changing me          ",male
"       If you cooked a meal for dinner and while eating found a hair in it, (assuming that it is yours) would you eat it?     ",female
"           Hi.  A good friend of mine sent me this interesting image.    One can only assume that the Hungarian(s) bureaucrat(s) who was/were working at their local department of transportation was/were not fluent in English.   However, one cannot but simply ask the question: 'What were they thinking when they issued this car plate?'  Cheers,  Ioannis, 20040621154000  P.S. No, I am not going to write/discuss about yesterday's game between Greece and Russia for Euro2004.  As one sports site put it very eloquently, it was a russian roulette game, but the bullet exploded in Spain's head :) icd            ",male
"             Oh yah, it's go time baby.  I got my strategy down and i'm going to play my cards right.  Just need to stay focused and stick to my game plan.  She doesn't have a chance.  Tonight will be the test to see what's going to happen and we'll see how it goes down.         ",male
"             'greed is good, but gravy is better' is now my new motto. oh, those kids in the hall, they still crack me up.   3 more days of purgatory, aka work in t.o.   at least friday will be a write off...starting to drink at lunch, then more after lunch at work (if we get away with it), and afterwards at the new work hangout...will be a blast. a few peeps are heading out to halifax that night and will miss the fun, but since we will all be working together for at least a year, it's all good.   5 more sleeps until packing the u-haul hell!           ",female
            urlLink    custard.&nbsp; urlLink            ,female
"           I really wasn't expecting to get a grade of 4.0 in my math53...  I was somehow expecting a 5.0.  Getting a grade of 4.0 means I need to take a removal exam to remove my grade of 4.0.  It's either I pass that the exam to pass the subject or I fail it to get a 5.0.  I felt somehow relieved because I thought I really am going to retake this subject.  But thank God, I still have a chance to pass my summer course.  My summer wasn't a total waste after all!   *sigh*  I'm just hoping and praying that I will pass this last test.           ",male
"                 Over the past month or so, I've been focusing on meeting some key people just to hang out and talk about ministry.  To hear about them, and listen to them, their dreams and visions.  And of course, they want to hear about SPACE and my dreams and visions.  It's been a great interchange. Yesterday, I had lunch with our middle school pastor.  He is new, only having been here for a few months.  However, he was an intern here earlier and his wife grew up at GCC.  Very cool.  Great guy.  He LOVES middle schoolers.   We had some great conversation, including shooting around the following ideas:  God always seems to call people to bigger ministries.  Do you ever hear of someone answering a call to the 'little church'? Hearing/listening for God's voice and direction Can you impart a lifestyle of service to middle school kids or are they inherently only about being served?  Are we too intentional about making ministry to them all about them and for them?  Would love to hear what you readers think about any of those.                 ",male
"        Possible Country Song.    Forever would've been a long time.  All the lines have been crossed All the ships've been tossed. All the crosses bared Not that I ever cared.  Forever would've been a really long time.  All the winds have been spat in All the shit has hit the fan All the dares have been dared Not that I ever cared.  Forever would've been a really long time.  You told me you'd be there forever Then you leave with my golden retreiver I hope that he leaves her. Forever would've been a REALLY long time.   I don't know... It needs some work, but It was just fun to write.  Not about anyone in particular by the way, just for fun.  Anyways, whattaya think?   --Will     ",male
           for those of us who live in the buffyverse:  urlLink http://www.slayage.com/articles/000058.html          ,female
"     In preparation for Valentine's and...   ... because I'm in love. :)  New colors!     Eye hurts   For some reason, my right eye started getting irritated today.  When I looked at my contact lens, I saw that it had a small tear on the side.  That's probably the reason why.  Oh well. I'm gonna change them tomorrow. It's almost time to anyway, since it's the end of the month.    Can't wait for Vegas!   I'm taking Friday off, since we're leaving for Vegas in the morning!!  I'm going with all my girlfriends from Santa Clara (about 12 of us!) and we'll be there all weekend! I can't wait to gamble - blackjack and craps! I hope I win. :)    Bye Bye January   This month has gone by so quickly! It seemed like it was just last week when Alan proposed...  ",female
"                 There's a new year here now, and I've gone and made resolutions. Julie was nice enough to help me today with the first resolution I have listed below; namely, the resolution to eat more fruit. She did this by placing all the fruit we have in a huge platter-bowl thing. She said, 'I think this will help you eat more fruit because you'll see it easier.'  I said, 'Yeah, I think that's probably true.' The fruit looked good, grouped in a nice platter-bowl thing and all, and it made me think of food. I opened the fridge and got a Coke out.  Julie said, 'Maybe I'll put the Coke all together in a bowl for you.'  I said, 'Yeah, that would be nice.' I opened the can and drank about two ounces, put it in the fridge, and closed the door. Then I picked up an apple and took a bite. A little soft, but a nice tasting piece of fruit, nonetheless. After I finished it, we had dinner, and I finished the Coke then. I bet you anything that I really will eat more fruit, even though I generally like it more if it's cold.               ",male
"           And you posted twice, too! :)  Missed you today...hope you're feeling better soon, hon...         ",male
"             So, Danger Mouse (one half of DM and Jemini, whose 'Ghetto Pop Life' is, apparently, one of the better underground hip hop albums of recent years  urlLink -  I won't pretend I've heard it) has just had his new LP, 'The Grey Album' shelved because of legal threats from EMI. Why? Because the album marries the entire acapella version of Jay-Z's 'The Black Album' to DM's twisted, cut-up remix of The Beatles 'White Album'. Apparently every note is traceable back to the original LP, and I've just sought it out online and been listening to it. In short - it's absolute genius. It may be true that I'd sooner gnaw my own leg off than listen to the Beatles(s) version, but this is well worth the effort DM expended. There's some info on the LP  urlLink here , and if you hover your cursor around a bit you might just find a link to the album itself too.         ",male
"                 Hi! I have been having a very mad day. Like today I awoke and I read a note that my boyfriend gave to me last night. In it he told me that the reason why he didn't come over or call me on Sunday (which was, of course, because he was high). I was really, really mad because of that. It made me think of my last boyfriend that used to never talk to me when he was high and he was  always  high so I wouldn't see him for weeks at a time. Durring that relationship I felt like I was the most worthless peson alive. Of course its been like a few months between then and now, but I still compair him to my recent boyfriend (which I know I should stop). Anyways I got to go because I'm talking to other people ;). so Bye!               ",female
"       Here ya go Brandon, here's a post about possibly the worst humanitarian crisis on the planet.  According to  urlLink this  article and  urlLink this  one, up to 1 million people are facing starvation and possible genocide due to an arab militant uprising. The real kicker is that the Sudanese government denies there is any problem, and that they are not supporting the militants that are terrorizing their own people - even though there is a plethra of evidence to the contrary (including NASA photos showing widespread destruction of hundreds of villages).  One of the (very) few foreign policy pluses I'm going to credit the Bush administration with, is that Powell is going over there to bring world-wide attention to this problem.  I also like to point out to any pro-French supporters out there (not that I think any of us are) that of the UN's request for $350 million in aid, the US and Britain have given over a third (over 130 million) [and this prior to any focused media attention], while the good 'ole French have given a whopping $3 million.           ",male
       I love to cook and I'm pregnant.  this should make for an interesting assortment of cooking adventures.          ,female
"       and I don't mean Queen Latifa!  The Queen of England's fave dog is the Corgi.  I too adore the Corgi and for those of you who have never met one, they are precious.  Their ears are longer than their legs and they have such a wonderful demeanor....precious.  Well, I came upon  urlLink this story  in the indy star today which talks about the death of one of the Queen's corgis.  Apparently there was question as to which of Princess Anne's dogs attacked, but a culrpit has been determined.  Never trust a terrier (and for those who know, I abhor terriers, especially after living with Gretchen's friend's Boston Terrier, Renfield!)!              ",female
"            Yesterday from  urlLink RWN :    I really, truly, mean no disrespect to our friends in the coalition, but everyone should be aware of what a military alliance actually entails these days. It's like a load being pulled by an American elephant, a British mule, and a horde of nations that have let their militaries atrophy down to the point that they're the equivalent of field mice. You may appreciate the help of the field mice, but do not forget how much of the load they are actually carrying...   Today from  urlLink Y! News :    ...the African Union plans to beef up its troops to some 3,000 soldiers...  Amazing to see the 'field mice' analogy so vividly portrayed so soon. I did a little research on the African Union: 53 nations with a total population estimated at around  1.021   billion . Now, the US, with a population of around 275 million has a standing army of some 1.4 million. That's 0.5% of the population, or 1 in 200. By that ratio, the AU should have a force of some 5.1 million. But they have 3,000. 3k. Three-comma-zero-zero-zero. Wait, check that. They don't even have 3k yet, they want to  build up  to 3k. Go figure. And they think they can acomplish anything beyond small-region scale police activities? If America is really into conquest as the moorites insist, why don't we just conquer Africa? Plenty of land and it sounds like  they  sure wouldn't be able to stop us.          ",male
"             Ever stop to think that maybe you passed something up that you shouldn't have?  That maybe you're leaving a good thing, or what could be a good friendship, in the dust?  Ever wonder if you had the right one already, you just weren't ready for it at the time?  I wish that time would come soon, or something would improve.  Damn dark cloud...         ",male
           I don't know about that you two are the techies - I am merely an investigator.  Oh yeak speaking of Tom Liz couldn't ind a trace of him at the Opera House in New P. or the cathedral....           ,male
       Teen and YM    ,male
"           Yo Baity here, just a quicky to say that I have given our Guernsey phots a good going over and presented them as they deserve to be shown!         ",male
"       ci  INDIAN SOLDIERS COMES VERY CHEAP FOR USA  Since  urlLink British troops are getting killed in Iraq  our Indian government is planning that India should also join them. Indian soldiers should also get killed for the cause. It is a very little surprise that just before the war House had resolved against the war, the same is pointed out by the opposition party  urlLink 'Troops to Iraq to violate House resolution: Opp' . VP Singh and Gujral whos political career only allows them to pass comments are also  urlLink against sending the troops to Iraq . And what's the bargain?-   urlLink India could seek berth in G8 for sending troops to Iraq . Ofcourse, the quickgun BJP is taking the mileage out of it by yelling the slogan  urlLink 'Strong India' . The conclusion...the blood of Indian soldiers is cheap, they died in Kargil, they are dying on LOC and now they will die in Iraq. What's the difference, if we were against the WAR initially... can't we do this small thing for President Bush.    Lets join  urlLink 'THE WMD CULT'               ",male
       就像其他所有的开发人员和设计师一样，你希望你的解决方案能够是高效的、强健的、优雅的，以及效能成本合算的。但是正如你很清楚的，这些目标的实现并不总是很容易的。然而让人郁闷的是，你正在使用一些相当新的技术，即Windows .NET框架和Visual Studio .NET，而这使得你的任务会变得更加困难。但是，这并不意味着世界末日。去年微软已经开始了一些努力，以期让你的生活更容易一些，即发布模式和实践信息，其中有些会对你有很大帮助。  模式和实践    自从20世纪90年代末，微软自身已经不断意识到它的用户需要有人来指导，以帮助其使用来自雷蒙德（微软总部所在地）的迅速增多的技术。在最开始的一些指南中，有一个《说明性体系结构指南（Prescriptive Architecture Guides，PAG）》系列，它详细叙述了如何使用微软的技术来创建Internet数据中心（Internet data center，IDC）和企业数据中心（enterprise data center，EDC）。但是，这些内容是针对组织内部的基础架构的，而不是针对在这些架构上开发解决方案的。  从那个时候起，微软已经扩展了这一观念并组建了一个模式和实践（Patterns & Practices）小组，它服务于应用程序设计师和开发人员、IT专业人员和信息产业工作者。这个小组现在在它自己的Web网站上以及.NET架构中心里公布了其信息。此外，该小组还以书本的形式出版了这一内容，该书可以在其网站上订购。  模式和实践组公布了四种类型的信息：  模式（Patterns）——模式是针对特定架构、设计和实现场景的可再度使用解决方案。该小组将这些内容以论文的形式归档放在了Web网站上（例如说明了32种开发人员模式）。这些模式中的每一种都有一个相关联的社区供讨论之用。  参考结构（Reference Architectures）——参考结构是IT系统这一层次的结构，如上面所述的IDC和EDC。  参考创建块和IT服务（Reference Building Blocks and IT Services）——这包括针对常见技术情况的可再度使用的子系统设计。本文后面所要讨论的应用程序块（Application Block）就是参考创建块的例子。  生命周期实践（Lifecycle Practices）——这包括针对被归为结构和设计之外任务，例如部署和操作管理的指南。           ,male
"           Yes, but then when you go home after the date, well...there they are.         ",male
            urlLink    bag of beans along the main road some distance from tagaytay proper...loooved their pies! and the atmosphere is fantastic. still dreamin' of summer...&nbsp; urlLink            ,female
"       I'm getting a Nat'l Gaurd package together, yes, this much is true.  Whether I submit it or not is still way up in the air...and likely will never come back to the ground.  Even if I do submit the package, it won't be for a few years.  I have other plans.  I'm looking at forestry jobs and other federal jobs.  With us all being vets, those jobs are super easy for us to get.  Jessica Chestnut.  Sure.  I know her and her husband.  Before she got married her name was Busman and people used to call her 'Busnut.'  People are so fucking hillarious, aren't they.  I used to joke with her a lot.  Everytime she won some sort of quarterly award (which has been often), I used to yell down the hall at her, 'You're better than us all!'  I don't honostly know if she felt complemented, insulted, or was just plain annoyed or embarrassed by me.  I saw her just last week at the Sip n Cue.  We chatted for an hour.  My friend, Tim, did their outprocessing.  Oh, hey, something very strange happened to me this morning.   I woke up, got out of bed, took a shower, got dressed in my uniform.... all this before realizing I didn't hit snooze ONCE.  I don't think this has ever happened in my life before.  HOKAY! Going to work.  And I got some RANK chaff saved up for the boys.   Song of the Day:  The Shins - 'Sphagnum Esplanade'          ",male
"           several questions here ben. is this a direct quote from garfield?  there was a movie called 'thunderpants' and it wasn't a porn film?  and finally, people still read garfield?          ",male
"           Just when I think  my  job sucks, I get to read something like...say... urlLink  this  .  And thus, do the Gods look down upon my sweet visage and smile...           ",male
"       What Florida and boyfriend neglected to tell me on Saturday night was that Red had been deathly ill all this past week, nearly unable to get out of bed because he'd had such a nasty cold.  My head feels like it's about to explode.  I need to do work, but all I feel like doing is laying on the couch.  That's the direction I'm headed in now.  Pablo is coming over at 8 to watch more movies with me and watch me be generally miserable.  I always told people in college-- when you think you're getting sick, drink as much as you can stand to, because the high alcohol level will help kill off germs.  I don't know if this is actually true, but my scientifically unfounded medical advice has never resulted in death or  grave  bodily harm, so I figure it's all good.  However, there comes a point where drinking will only make you sicker.  I have reached that point.  Mmm, couchness.  Curse you, Red!         ",female
"           hey everyone, does anybody know what Whitman is talking about in his Poetry??????          ",male
"                  books and music   for lack of content and work, here goes  Movie that i watched recently: Tomb Raider & The Cradle of Life  Book that i am reading: The devil and Miss Prym by Paulo Coelho  CD that i bought recently.     i am not going to say this is a review of the album, i would prefer it to be of what i think of jewel's latest effort. One thing for sure, her style has changed, and she became a bit mainstream or more accessible to people. You can still hear some of her previous styles in this album, but i think you have to listen carefully.   I think reviews are a lost cause. You can express how you think of a movie or an album, but concluding that it is best or bad for other people is condescending. What you think is great might be considered trash by others.             ",male
"             I've been trying to decide on a diffrent lay out on my website, homestead has a lot of themes to choose from I just cant make my mind up on which one..maybe I'll choose this theme looks good to me. I think I'll put this nice poem on here I found, I like it and hope you do.....  Searching For A Soul  A long time ago, when the world was young, man does not look like the way he is now. God created man with four arms, four legs, two heads and are joined on the side so they have only one HEART. For the time the earth is peaceful. As the Earth grew a little older, the people began to quarrel. One cannot go where he wanted to go somewhere else. Soon everyone will quarrel. GOD saw this problem so he made a great thunderbolt and sent it to earth. Now everybody is separated. Each person now has his own body and his own free will to do anything he wants. But there is something missing... his partner.... Now he spends most of his life searching for his lost life, searching for his lost partner ....... his soulmate ..... Everyone is until now ....I sure hope God brings my soul-mate soon, until next time over & out!         ",male
"       ...At least there are other guys who turn a year older before me...You guys know who you are....  The past year has taught me a very good lesson in life, and I begin my birthday blog by writing down a quote summarizes my learning. Its in Chinese, there might be errors in writing it down so please bear with me. I also tried making an English translation to approximate the meaning of the quote...So you might just want to take a look at that instead  '千金難結一時之歡，一飯竟郅終身之感。蓋愛重反為仇，薄极反成喜也。'  ' One thousand pieces of gold will not earn a moment of true friendship, but a simple kindness like offering a meal may earn a lifetime's gratitude. Love if taken to extremes, can arouse enmity, while a trifling can turn resentment to joy.'   It is just funny how this old Chinese saying resonates until today.....       ",male
