text,author
"I will be cool, persevering, and prudent.",2
"The change in the quality of the daylight increased, and the crowd gazed about the horizon in wonder.",1
My ultimate object is only the truth.,0
"It was in the hey day of youth, in the pride of boyish folly.",2
"But it was all right with the heathens, because they'd ben havin' a hard time an' was desp'rate abaout everything.",1
For the rest I have some explanation to make.,0
"As he walked through the wretched streets in the neighbourhood of the luckless Greek's abode, his heart smote him for the whole course of his conduct towards her.",2
Was the coming painful?,2
This promise drew from me the warmest thanks.,2
"Two o'clock struck, after which none were admitted; those who had been disappointed went sullenly or sorrowfully away, while I entered the audience chamber.",2
They looked at one another and were unable to reply.,2
"I heard Zann stumble to the window and close both shutter and sash, then stumble to the door, which he falteringly unfastened to admit me.",1
"Gilman believed strange things about Keziah, and had felt a queer thrill on learning that her dwelling was still standing after more than years.",1
"All around him was cloud and chaos, and he could see nothing below but the whiteness of illimitable space.",1
"His genius was transcendant, and when it rose as a bright star in the east all eyes were turned towards it in admiration.",2
This latter reflection urged the man still to follow the fugitive.,0
"You must forget too, my earthly name, and speak to me as Charmion.",0
"Out the window I could see the blue water and the sandy line of Plum Island, and we presently drew very near the beach as our narrow road veered off from the main highway to Rowley and Ipswich.",1
Such is my journal of what relates to this strange occurrence up to the present day.,2
"I must bring this paper, perforce, to a conclusion, and this I cannot do better than by a summary notice of a very decent, but rather elaborate diddle, of which our own city was made the theatre, not very long ago, and which was subsequently repeated with success, in other still more verdant localities of the Union.",0
"""For some moments we were completely deluged, as I say, and all this time I held my breath, and clung to the bolt.",0
"And the bright eyes of Eleonora grew brighter at my words; and she sighed as if a deadly burthen had been taken from her breast; and she trembled and very bitterly wept; but she made acceptance of the vow, for what was she but a child?",0
My knees tottered beneath me my teeth chattered my hair started up on end.,0
"But not wantin' to bother, they'd lay low when anybody visited the island.",1
Yet nothing whatever happened to Gilman till about the time of the fever.,1
"M. Valdemar, who has resided principally at Harlaem, N.Y., since the year , is or was particularly noticeable for the extreme spareness of his person his lower limbs much resembling those of John Randolph; and, also, for the whiteness of his whiskers, in violent contrast to the blackness of his hair the latter, in consequence, being very generally mistaken for a wig.",0
At first he refused to stay to hear her.,2
"How little does the earth self know of life and its extent How little, indeed, ought it to know for its own tranquillity Of the oppressor I cannot speak.",1
"In days of happiness I have often repeated to myself, with a grateful heart and exulting spirit, all that Raymond sacrificed for me.",2
"He found the spectral gossip of the town much diminished, and it is indeed a fact that notwithstanding certain reports of a ghostly tittering in the deserted house which lasted almost as long as that edifice itself no fresh appearances either of old Keziah or of Brown Jenkin have been muttered of since Gilman's death.",1
"There was only one bedstead; and from this the bed had been removed, and thrown into the middle of the floor.",0
"At once he saw there was something on the table which did not belong there, and a second look left no room for doubt.",1
"I lost not a moment, accordingly, in throwing overboard first my ballast, then my water kegs, then my condensing apparatus and gum elastic chamber, and finally every article within the car.",0
"Gilman had a constant sense of dread that it might rise to some unbearable degree of intensity during one or another of its obscure, relentlessly inevitable fluctuations.",1
"But now Zadok was shaking me, and I turned back to watch the melting of that fear frozen face into a chaos of twitching eyelids and mumbling gums.",1
"After many struggles, she succeeded, and turned to join the company.",2
After that I went to Sydney and talked profitlessly with seamen and members of the vice admiralty court.,1
Don't say a syllable about the Infernal Twoness.,0
"The girl met him at the door, helped to relieve him of his burden, and taking some of the fuel into the cottage, placed it on the fire; then she and the youth went apart into a nook of the cottage, and he showed her a large loaf and a piece of cheese.",2
"The little patches of snow which yet lingered on the northern sides of the mountains, the lakes, and the dashing of the rocky streams were all familiar and dear sights to me.",2
"They were a kind of fugue, with recurrent passages of the most captivating quality, but to me were notable for the absence of any of the weird notes I had overheard from my room below on other occasions.",1
It was that of General Lasalle.,0
She joined the hands of Elizabeth and myself.,2
"I dare say he will be glad to see you.""",2
"I was from a thousand motives induced to attend minutely to the course of events, and watch each turn with intense anxiety.",2
"""The old man had, in the meantime, been pensive, but on the appearance of his companions he assumed a more cheerful air, and they sat down to eat.",2
"He began at last to shew signs of angry impatience, and Perdita became aware that the system she had adopted could not continue; she must explain herself to him; she could not summon courage to speak she wrote thus: ""Read this letter with patience, I entreat you.",2
"It was the Sydney Bulletin I have mentioned, for my friend has wide affiliations in all conceivable foreign parts; and the picture was a half tone cut of a hideous stone image almost identical with that which Legrasse had found in the swamp.",1
"She sat upon the ground absorbed in wordless despair, when through the gusty wind and bickering rain she thought she heard her name called.",2
"A number of buildings and trees intervened, when I had reached the plain, hiding the city from my view.",2
"A large mirror, so at first it seemed to me in my confusion now stood where none had been perceptible before; and, as I stepped up to it in extremity of terror, mine own image, but with features all pale and dabbled in blood, advanced to meet me with a feeble and tottering gait.",0
"We remained here a week, were not ill treated by the wreckers, and at length obtained a passage to New York.",0
"The experience of immemorial time had taught us formerly to count our enjoyments by years, and extend our prospect of life through a lengthened period of progression and decay; the long road threaded a vast labyrinth, and the Valley of the Shadow of Death, in which it terminated, was hid by intervening objects.",2
"For a moment the poor girl fancied that her mother believed that she had drank poison: she was on the point of springing up; when the Countess, already at a distance from the bed, spoke in a low voice to her companion, and again Idris listened: ""Hasten,"" said she, ""there is no time to lose it is long past eleven; they will be here at five; take merely the clothes necessary for her journey, and her jewel casket.""",2
"And thus how frequently, in my intense scrutiny of Ligeia's eyes, have I felt approaching the full knowledge of their expression felt it approaching yet not quite be mine and so at length entirely depart And strange, oh strangest mystery of all I found, in the commonest objects of the universe, a circle of analogies to that expression.",0
As we clanked over the bridge I looked out on both sides and observed some factory buildings on the edge of the grassy bluff or part way down.,1
Never saw the old man.,1
Had the body been in any respect despoiled?,0
"The body of the journal, as given, is in the hand writing of Mr. Mason, and a P. S. is appended, each day, by Mr. Ainsworth, who has in preparation, and will shortly give the public a more minute, and no doubt, a thrillingly interesting account of the voyage.",0
"Nothing can surpass in beauty the form, or the glossy, vivid green of the leaves of the tulip tree.",0
"The weather was warm, and he was buried with indecent haste in one of the public cemeteries.",0
"Such, you will allow, is the massacre of a thousand Jews.",0
"""Looking beyond these words, for a short distance, we again see the combination;, and employ it by way of termination to what immediately precedes.",0
"Some houses along Main Street were tenanted, but most were tightly boarded up.",1
"For many months he had been laboring under confirmed phthisis, the more distressing effects of which had been relieved by my manipulations; and on the night of Wednesday, the fifteenth instant, I was summoned to his bedside.",0
"And then the stately grace of the clean, delicately granulated columnar stems, the largest four feet in diameter, at twenty from the ground.",0
"It was an odd scene, and because I was strange to New England I had never known its like before.",1
On her deathbed the fortitude and benignity of this best of women did not desert her.,2
"This behavior on the part of my eye in the gutter was not only irritating on account of its manifest insolence and shameful ingratitude, but was also exceedingly inconvenient on account of the sympathy which always exists between two eyes of the same head, however far apart.",0
"Why dost thou howl thus, O wind?",2
"An' they's awful kinder marks in the yard, tew great raound marks bigger raound than a hogshead, an' all sticky with stuff like is on the blowed up haouse.",1
The crew pace the deck with unquiet and tremulous step; but there is upon their countenances an expression more of the eagerness of hope than of the apathy of despair.,0
"Once upon her feet, she gnashed her gums, brandished her arms, rolled up her sleeves, shook her fist in my face, and concluded the performance by tearing the cap from her head, and with it an immense wig of the most valuable and beautiful black hair, the whole of which she dashed upon the ground with a yell, and there trammpled and danced a fandango upon it, in an absolute ecstasy and agony of rage.",0
"No traces of land or water could be discovered, and the whole was clouded with variable spots, and belted with tropical and equatorial zones.",0
"This marked the beginning of a course of cattle buying on the part of small Wilbur's family which ended only in , when the Dunwich horror came and went; yet at no time did the ramshackle Whateley barn seem overcrowded with livestock.",1
I did not receive the expected message from the captain for nearly a week.,0
"I arose from my seat, and throwing open one of the doors of the library, saw standing out in the ante chamber a servant maiden, all in tears, who told me that Berenice was no more She had been seized with epilepsy in the early morning, and now, at the closing in of the night, the grave was ready for its tenant, and all the preparations for the burial were completed.",0
"""Upon this discovery I was so sanguine as to consider the enigma solved; for the phrase 'main branch, seventh limb, east side,' could refer only to the position of the skull upon the tree, while 'shoot from the left eye of the death's head' admitted, also, of but one interpretation, in regard to a search for buried treasure.",0
"Endlessly down the horsemen floated, their chargers pawing the aether as if galloping over golden sands; and then the luminous vapours spread apart to reveal a greater brightness, the brightness of the city Celephaïs, and the sea coast beyond, and the snowy peak overlooking the sea, and the gaily painted galleys that sail out of the harbour toward distant regions where the sea meets the sky.",1
The appearance of the plain was changed during this short interval; the encampment was broken up; the relics of the disbanded army met in small companies here and there; each face was clouded; every gesture spoke astonishment and dismay.,2
Queer how the fish swarm right there and nowhere else.,1
"And the cities of Cathuria are cinctured with golden walls, and their pavements also are of gold.",1
"She relented; but there was yet an obstacle, she said, which she felt assured I had not properly considered.",0
"It is of a brilliant gold color about the size of a large hickory nut with two jet black spots near one extremity of the back, and another, somewhat longer, at the other.",0
"Miracles were to be wrought in my favour, the machine of social life pushed with vast effort backward.",2
Was one of those who entered the building.,0
"""A skull, you say very well how is it fastened to the limb?",0
"I shall not pause in my exertions until that time; but, if plague revives with the coming year, all contest with her must cease, and our only occupation be the choice of a grave.""",2
"It was distinctly proved that no apathy, such as was imagined, existed; that the old lady was exceedingly feeble, and so agitated as to be unable to attend to any duty, that St. Eustache, so far from receiving the news coolly, was distracted with grief, and bore himself so frantically, that M. Beauvais prevailed upon a friend and relative to take charge of him, and prevent his attending the examination at the disinterment.",0
"Our cabinet warehouses are left entirely unattended, and thus afford every facility for a trick of this kind.",0
"How his sagacity first discovered at all that so petty a thing would vex me, is a question I never could solve; but, having discovered, he habitually practised the annoyance.",0
I am not even certain how I am communicating this message.,1
"On every hand was a wilderness of balconies, of verandas, of minarets, of shrines, and fantastically carved oriels.",0
All the objects organic and inorganic alike were totally beyond description or even comprehension.,1
"What wonder then, in time of siege, want, extreme heat, and drought, that it should make unaccustomed ravages?",2
The old man was dead.,0
"It was a fearful page in the record my existence, written all over with dim, and hideous, and unintelligible recollections.",0
"Evadne's feminine prudence perceived how useless any assertion of his resolves would be, till added years gave weight to his power.",2
They spurn and hate me.,2
"Nobly and greatly, he said, had the illustrious and last sovereign of England sacrificed himself to the apparent good of his country, and divested himself of a power which could only be maintained by the blood of his subjects these subjects named so no more, these, his friends and equals, had in gratitude conferred certain favours and distinctions on him and his family for ever.",2
"They seemed to be screams of some person or persons in great agony were loud and drawn out, not short and quick.",0
At first an unusual quantity of specie made its appearance with the emigrants; but these people had no means of receiving back into their hands what they spent among us.,2
"Round the skirts of the valley which is quite level, and paved throughout with flat tiles, extends a continuous row of sixty little houses.",0
"Zadok now grew shriller, and seemed to be trying to whip up his courage with louder speech.",1
I drank of an enchanted cup but gall was at the bottom of its long drawn sweetness.,2
"There had seemed to be no one in the courtyard below, and I hoped there would be a chance to get away before the spreading of a general alarm.",1
"I returned to Windsor at the wish of Idris, who seemed to think that there was greater safety for her children at that spot; and because, once having taken on me the guardianship of the district, I would not desert it while an inhabitant survived.",2
"Whether I shall go as he did remains to be seen, for I have learned much now.",1
"When we first discovered her, her bows were alone to be seen, as she rose slowly from the dim and horrible gulf beyond her.",0
"Their still apparent union permitted her to do much; but no woman could, in the end, present a remedy to the encreasing negligence of the Protector; who, as if seized with a paroxysm of insanity, trampled on all ceremony, all order, all duty, and gave himself up to license.",2
These appearances in the right lobe were of comparatively recent date.,0
"The Thing of the idols, the green, sticky spawn of the stars, had awaked to claim his own.",1
"Ignorant and dirty, he was at home amongst the other brown skinned Mexicans; having come so I was afterward told from the very lowest sort of surroundings.",1
"Not but what I think it's the Lord's jedgment fer our iniquities, that no mortal kin ever set aside."" Armitage saw that the time for positive action had come, and spoke decisively to the faltering group of frightened rustics.",1
"Dreadful as the time was when I pursued my father towards the ocean, found their sic only his lifeless corpse; yet for my own sake I should prefer that to the watching one by one his senses fade; his pulse weaken and sleeplessly as it were devour his life in gazing.",2
This last was much soiled and crumpled.,0
"On the fourteenth this had greatly diminished; on the fifteenth a still more remarkable decrease was observable; and, on retiring on the night of the sixteenth, I had noticed an angle of no more than about seven degrees and fifteen minutes.",0
"For some time he rambled on with an almost feverish geniality, when it struck me to ask him how he came by so rare a book as Pigafetta's Regnum Congo.",1
Your summits are clear; the sky and lake are blue and placid.,2
"Dombrowski, frantic at the failure of his constant rat poisoning efforts, cast aside all thought of his lease and within a week had moved with all his older lodgers to a dingy but less ancient house in Walnut Street.",1
"We have been unfortunate, and recent events have drawn us from that everyday tranquillity befitting my years and infirmities.",2
"An eyeglass, on the other hand, has a savor of downright foppery and affectation.",0
Nothing could be more complete than the alteration that had taken place in my feelings since the night of the appearance of the daemon.,2
Always the same the night before the Kalends of Maius and the night before the Kalends of November.,1
"They made many signs which I did not comprehend, but I saw that her presence diffused gladness through the cottage, dispelling their sorrow as the sun dissipates the morning mists.",2
"Advance avail thyself of the gift, thou and thy comrades; and in the drama you are about to act, do not disgrace those who taught you to enter on the stage, and to pronounce becomingly the parts assigned to you May your progress be uninterrupted and secure; born during the spring tide of the hopes of man, may you lead up the summer to which no winter may succeed See an ingenious Essay, entitled, ""The Mythological Astronomy of the Ancients Demonstrated,"" by Mackey, a shoemaker, of Norwich printed in .",2
"Those eyes those large, those shining, those divine orbs they became to me twin stars of Leda, and I to them devoutest of astrologers.",0
"What the whole proceeding meant, I could not imagine; unless it involved some strange rite connected with Devil Reef, or unless some party had landed from a ship on that sinister rock.",1
"While I listened to the instructions which Felix bestowed upon the Arabian, the strange system of human society was explained to me.",2
"We saw a great deal of society, and no day passed that my father did not endeavour to embellish by some new enjoyment.",2
"The apartments of the students were converted into so many pot houses, and there was no pot house of them all more famous or more frequented than that of the Baron.",0
Yet his reasons have not yet been matured into expression.,0
With one savage kick he sent the morbidity over the edge of the gulf and heard it whimper on some level far below.,1
"From the top of the mound, I looked far round all was silent and deserted.",2
"Let him live with me in the interchange of kindness, and instead of injury I would bestow every benefit upon him with tears of gratitude at his acceptance.",2
This is just; as also is the reference to the sense of human interest.,0
"Persuaded of this, I abandoned myself implicitly to the guidance of my wife, and entered with an unflinching heart into the intricacies of her studies.",0
"A wavering flicker of light shewed through my transom, and the boards of the corridor began to groan with a ponderous load.",1
"He heard of the passing events of the day; he knew that, if he returned, and resumed his place in society, the entrance was still open, and it required but the will, to surround himself at once with the associations and habits of boyhood.",2
"But as there is really no end to diddling, so there would be none to this essay, were I even to hint at half the variations, or inflections, of which this science is susceptible.",0
"Not because the way was smooth and placid as a southern sea, but because it was full of dangers and terror, because at every new incident your fortitude was to be called forth and your courage exhibited, because danger and death surrounded it, and these you were to brave and overcome.",2
"And I saw the world battling against blackness; against the waves of destruction from ultimate space; whirling, churning; struggling around the dimming, cooling sun.",1
"As we heard this suggestion of baying we shuddered, remembering the tales of the peasantry; for he whom we sought had centuries before been found in this selfsame spot, torn and mangled by the claws and teeth of some unspeakable beast.",1
What was it I paused to think what was it that so unnerved me in the contemplation of the House of Usher?,0
This time neither could doubt but that something hideously serious was closing in around them.,1
"""Wherefore do I feel thus?",2
"And above the nighted screaming of men and horses that dæmonic drumming rose to louder pitch, whilst an ice cold wind of shocking sentience and deliberateness swept down from those forbidden heights and coiled about each man separately, till all the cohort was struggling and screaming in the dark, as if acting out the fate of Laocoön and his sons.",1
"I say that I saw this thing, but it is only in conscious retrospection that I ever definitely traced its damnable approach to form.",1
"I admired his clearness and persistence, and added some further revelations I had collected among the old people.",1
"""Let us assume , then, as e.",0
"Consequent upon this discovery, new evidence appeared.",0
"One seeks to recall the original beauty of the country, by adapting its means to the surrounding scenery; cultivating trees in harmony with the hills or plain of the neighboring land; detecting and bringing into practice those nice relations of size, proportion and color which, hid from the common observer, are revealed everywhere to the experienced student of nature.",0
Sometimes their scratching seemed not only furtive but deliberate.,1
"Upon my twenty first birthday, the aged Pierre gave to me a family document which he said had for many generations been handed down from father to son, and continued by each possessor.",1
I saw our exact position in an instant.,0
"It advanced from behind the mountains of Jura, and the thunder burst at once with frightful loudness from various quarters of the heavens.",2
The condition of this bridge would determine my next step.,1
"Look into the mind of man, where wisdom reigns enthroned; where imagination, the painter, sits, with his pencil dipt in hues lovelier than those of sunset, adorning familiar life with glowing tints.",2
"Geometrical shapes seethed around him, and he fell dizzily and interminably.",1
"For three months Keziah and Brown Jenkin had not been near Joe's room, nor near Paul Choynski's room, nor anywhere else and it meant no good when they held off like that.",1
By slow degrees however we were drawn to the real interest of the scene.,2
The original beauty is never so great as that which may be introduced.,0
"""My father,"" I answered, ""it is the study of Nosology.""",0
"All were pointing to a certain passage, and every face seemed so distorted with epileptic and reverberant laughter that I almost thought I heard the fiendish echoes.",1
"A figure, dressed like a magician, appears seated at the bottom of a wall, holding a wand in one hand, and a book in the other A number of questions, ready prepared, are inscribed on oval medallions, and the spectator takes any of these he chooses and to which he wishes an answer, and having placed it in a drawer ready to receive it, the drawer shuts with a spring till the answer is returned.",0
"But, in truth, I had no reason to believe that with the exception of the matter of relationship, and in the case of Wilson himself, this similarity had ever been made a subject of comment, or even observed at all by our schoolfellows.",0
Similar observations have been made since the Automaton has been purchased by Maelzel.,0
"He was alone in the sky with this queer and very disturbing house; and when he sidled around to the front and saw that the wall stood flush with the cliff's edge, so that the single narrow door was not to be reached save from the empty aether, he felt a distinct terror that altitude could not wholly explain.",1
"In that portion of the cloth forming the bottom, was likewise, a fourth window, of the same kind, and corresponding with a small aperture in the floor of the car itself.",0
"All that he now enjoyed would have been devoid of pleasure to him, had it been unparticipated.",2
"The pupils, too, upon any accession or diminution of light, underwent contraction or dilation, just such as is observed in the feline tribe.",0
You have no reason for concealment.,0
"He knew but a few words of English, while I found my Oxonian Spanish was something quite different from the patois of the peon of New Spain.",1
Bringing his right arm across his breast he actuates the little machinery necessary to guide the left arm and the fingers of the figure.,0
"""It's a goin' agin, an' this time by day It's aout it's aout an' a movin' this very minute, an' only the Lord knows when it'll be on us all"" The speaker panted into silence, but another took up his message.",1
All the ex queen's friends were his friends; no week passed that he did not hold consultations with her at Windsor.,2
Think you that the groans of Clerval were music to my ears?,2
"Every day some new scene occured and displayed in him a mind working as it were with an unknown horror that now he could master but which at times threatened to overturn his reason, and to throw the bright seat of his intelligence into a perpetual chaos.",2
"He awaked on the morning of the nd with a pain in his left wrist, and saw that his cuff was brown with dried blood.",1
"Superstitious terror crept by degrees into the spirit of the old Swede, and my own soul was wrapped up in silent wonder.",0
"The first ranks had muskets; some were mounted, but their arms were such as they had seized during their advance, their horses those they had taken from the peasantry; there was no uniformity, and little obedience, but their shouts and wild gestures showed the untamed spirit that inspired them.",2
Ef they dun't they'll kinder quiet daown like.,1
"I imagined, that it was my imperative duty to take her from scenes that thus forcibly reminded her of her loss.",2
"There, the dark, tall statures of the Princes Metzengerstein their muscular war coursers plunging over the carcasses of fallen foes startled the steadiest nerves with their vigorous expression; and here, again, the voluptuous and swan like figures of the dames of days gone by, floated away in the mazes of an unreal dance to the strains of imaginary melody.",0
Yet I do not pretend to account for my mood by any particular event.,2
It is true that he may not arrive; but the probability is that he will.,0
"Man doth not yield him to the angels, nor unto death utterly, save only through the weakness of his feeble will.""",0
"The intense life that quickened my pulses, and animated my frame, had the effect, not of drawing me into the mazes of active life, but of exalting my lowliness, and of bestowing majestic proportions on insignificant objects I could have lived the life of a peasant in the same way my trifling occupations were swelled into important pursuits; my affections were impetuous and engrossing passions, and nature with all her changes was invested in divine attributes.",2
"""Entitled,"" I repeated, ""to no earthly commiseration.",0
great bulgin' eyes all over it . . .,1
"His brow was white as the marble of Pentelicus, and of a height and breadth almost godlike.",1
"He did not press me to remain, but, as I departed, he shook my hand with even more than his usual cordiality.",0
"Look at me how I labored how I toiled how I wrote Ye Gods, did I not write?",0
"It was as well to fail at last after a struggle, as to fly now at the beginning of his enterprise.",2
"Wild blows were struck, shots were fired, and escapes were made; but in the end Legrasse was able to count some forty seven sullen prisoners, whom he forced to dress in haste and fall into line between two rows of policemen.",1
"He requested me in the meantime to ride through the camp, and to observe and report to him the dispositions of the soldiers; he then left me.",2
I never heard of Innsmouth till the day before I saw it for the first and so far last time.,1
"""Indeed you astonish me"" ""We found it, sir,"" he said, with a sigh, ""absolutely necessary to return to the old usages.",0
"The person of whom I speak, seemed born for the purpose of foreshadowing the wild doctrines of Turgot, Price, Priestley, and Condorcet of exemplifying, by individual instance, what has been deemed the mere chimera of the perfectionists.",0
"He was led, we must presume, to this wild hypothesis by mere analogy in the first instance; but, this being the case, he should have at least adhered to analogy in its development.",0
The prophecy seemed to imply if it implied anything a final triumph on the part of the already more powerful house; and was of course remembered with the more bitter animosity by the weaker and less influential.,0
"In a fit of enthusiastic madness I created a rational creature and was bound towards him to assure, as far as was in my power, his happiness and well being.",2
"I will quote the following account of the star Nova Persei verbatim from the pages of that eminent astronomical authority, Prof. Garrett P. Serviss: ""On February , , a marvellous new star was discovered by Dr. Anderson, of Edinburgh, not very far from Algol.",1
"Concealment is utter folly on my part, for the people will not see.",0
"Were all the jewels of Golconda awaiting me upon my solution of this enigma, I am quite sure that I should be unable to earn them.""",0
"Then the glass broke shiveringly under the persistent impacts, and the chill wind rushed in, making the candles sputter and rustling the sheets of paper on the table where Zann had begun to write out his horrible secret.",1
Many projects entered my mind.,0
"""Glad ta see ye, young Sir new faces is scurce arount here, an' I hain't got much ta cheer me up these days.",1
"God, that hand The window The window When the last days were upon me, and the ugly trifles of existence began to drive me to madness like the small drops of water that torturers let fall ceaselessly upon one spot of their victim's body, I loved the irradiate refuge of sleep.",1
"Touching the derivation of the name Vondervotteimittiss, I confess myself, with sorrow, equally at fault.",0
"Had they known, the coincidence of names would have brought some drastic and frightened action indeed, might not its limited whispering have precipitated the final riot which erased the Roulets from the town?",1
"The figures of fiends in aspects of menace, with skeleton forms, and other more really fearful images, overspread and disfigured the walls.",0
"It was not what I heard, but what I saw; for in that dark, locked, shuttered, and curtained room there appeared from the black northeast corner a shaft of horrible red gold light a shaft which bore with it no glow to disperse the darkness, but which streamed only upon the recumbent head of the troubled sleeper, bringing out in hideous duplication the luminous and strangely youthful memory face as I had known it in dreams of abysmal space and unshackled time, when my friend had pushed behind the barrier to those secret, innermost, and forbidden caverns of nightmare.",1
"This good woman had stood in the place of a mother, and her very deficiencies of education and knowledge, by rendering her humble and defenceless, endeared her to us she was the especial favourite of the children.",2
"When in company, sadness would in spite of every effort steal over his features, and he sat absent and mute among the busy crowd that thronged about him.",2
"At the epoch of this eventful tale, and periodically, for many years before and after, all England, but more especially the metropolis, resounded with the fearful cry of ""Plague"" The city was in a great measure depopulated and in those horrible regions, in the vicinity of the Thames, where amid the dark, narrow, and filthy lanes and alleys, the Demon of Disease was supposed to have had his nativity, Awe, Terror, and Superstition were alone to be found stalking abroad.",0
"Pestilence had become a part of our future, our existence; it was to be guarded against, like the flooding of rivers, the encroachments of ocean, or the inclemency of the sky.",2
"He would return a purse, I am sure, upon discovering that he had obtained it by an unoriginal diddle.",0
"I bought, for a song, a sixteenth of the ""Snapping Turtle"": that was all.",0
"Upon the whole, I was sadly vexed and puzzled, but, at length, I concluded to make a virtue of necessity to dig with a good will, and thus the sooner to convince the visionary, by ocular demonstration, of the fallacy of the opinions he entertained.",0
"It was very dark, for although the sky was clear the moon was now well in the wane, and would not rise till the small hours.",1
"He acquired a habit of writing long documents of some sort, which he carefully sealed and filled with injunctions that I transmit them after his death to certain persons whom he named for the most part lettered East Indians, but including a once celebrated French physician now generally thought dead, and about whom the most inconceivable things had been whispered.",1
The instrumental performers were many and of superior talents.,0
"We used to laugh at him, for we knew him from his birth though he thought himself a King's son.",1
Now this is the point.,0
"When, coming out from among mankind, I passed into Night through the Grave at that period, if I remember aright, the calamity which overwhelmed you was utterly unanticipated.",0
"This pair, shunned by all honest folk, were suspected of the most hideous practices.",1
"The sun sank beneath the horizon as we landed, and as I touched the shore I felt those cares and fears revive which soon were to clasp me and cling to me forever.",2
"We saw it not as an astronomical phenomenon in the heavens, but as an incubus upon our hearts, and a shadow upon our brains.",0
"I have said that I dwelt apart from the visible world, but I have not said that I dwelt alone.",1
"Ever since my recovery from the fever I had been in the custom of taking every night a small quantity of laudanum, for it was by means of this drug only that I was enabled to gain the rest necessary for the preservation of life.",2
"Nex' day Obed an' thutty two others was in gaol, with everbody a wonderin' jest what was afoot an' jest what charge agin' 'em cud be got to holt.",1
"I wrote, and this exertion greatly fatigued me; but my convalescence had commenced, and proceeded regularly.",2
"He might, he half jestingly said, some day teach me to live or at least to possess some kind of conscious existence without any heart at all For his part, he was afflicted with a complication of maladies requiring a very exact regimen which included constant cold.",1
"We have the name of the Lothario in question, who is, at present, stationed in Paris, but, for obvious reasons, forbear to make it public.""",0
"To breathe it for more than an hour, at the farthest, would be a matter of impossibility, or, if even this term could be extended to an hour and a quarter, the most ruinous consequences might ensue.",0
"great wretches, those Bugaboos savage and so on but we live in a wonderfully inventive age Smith O yes great man perfect desperado immortal renown prodigies of valor Never heard"" This was given in a scream.",0
Alas to what loathsome shifts must I be driven?,2
"With riches merely surpassing those of any citizen, it would have been easy to suppose him engaging to supreme excess in the fashionable extravagances of his time; or busying himself with political intrigues; or aiming at ministerial power, or purchasing increase of nobility, or devising gorgeous architectural piles; or collecting large specimens of Virtu; or playing the munificent patron of Letters and Art; or endowing and bestowing his name upon extensive institutions of charity.",0
"By the mother who bore you for the love of Heaven by your hope of salvation, I implore you to put back for the box"" The captain, for a moment, seemed touched by the earnest appeal of the artist, but he regained his stern composure, and merely said: ""Mr.",0
"This passion is detrimental to me, for you do not reflect that YOU are the cause of its excess.",2
"I had often heard of this work, with its curious illustrations by the brothers De Bry, hence for a moment forgot my uneasiness in my desire to turn the pages before me.",1
"""Still I do not quite understand,"" said Dupin.",0
"A man might be respected with only one of these advantages, but without either he was considered, except in very rare instances, as a vagabond and a slave, doomed to waste his powers for the profits of the chosen few And what was I? Of my creation and creator I was absolutely ignorant, but I knew that I possessed no money, no friends, no kind of property.",2
"More clicking, and after a pause a piteous cry from Warren: ""Beat it For God's sake, put back the slab and beat it, Carter"" Something in the boyish slang of my evidently stricken companion unleashed my faculties.",1
I knew that it was possible that your suspicions might be excited; but I trusted that my simple word would cause them to disappear.,2
"As I looked, a subtle, curious sense of beckoning seemed superadded to the grim repulsion; and oddly enough, I found this overtone more disturbing than the primary impression.",1
"To avoid the inconvenience of making a total vacuum at any moment within the chamber, this purification was never accomplished all at once, but in a gradual manner the valve being opened only for a few seconds, then closed again, until one or two strokes from the pump of the condenser had supplied the place of the atmosphere ejected.",0
A new species would bless me as its creator and source; many happy and excellent natures would owe their being to me.,2
"It was the faces, Eliot, those accursed faces, that leered and slavered out of the canvas with the very breath of life By God, man, I verily believe they were alive That nauseous wizard had waked the fires of hell in pigment, and his brush had been a nightmare spawning wand.",1
"Queer old duck, though, and sticks mighty close in his home.",1
For the feeling is no affectation or chimera.,0
"Then came out of the earth the black spirits of earth, mouldy and shadowy, and full of dim rumours picked up in caverns beneath forgotten sea bottoms.",1
"I could have fancied, while I looked at it, that some eminent landscape painter had built it with his brush.",0
"My first idea, now, was mere surprise at the really remarkable similarity of outline at the singular coincidence involved in the fact, that unknown to me, there should have been a skull upon the other side of the parchment, immediately beneath my figure of the scarabæus, and that this skull, not only in outline, but in size, should so closely resemble my drawing.",0
I will therefore describe it as I afterwards saw it from a position on the stone wall at the southern extreme of the amphitheatre.,0
The idea of detection never once entered my brain.,0
"Adelaide Curtis, Albany, New York.",0
"And far out at sea, despite a high tide, I glimpsed a long, black line scarcely rising above the water yet carrying a suggestion of odd latent malignancy.",1
"This, however, implied that all roads leading out of Innsmouth were similarly patrolled; for the denizens could not have known what route I intended to take.",1
The truth the tragedy of the drama was no more.,0
The mesmeric condition is so near death as to content me.,0
He is appalled by what lies motionless before him.,0
"""Long have I missed thee, Aira, for I was but young when we went into exile; but my father was thy King and I shall come again to thee, for it is so decreed of Fate.",1
Her face was radiant with a smile.,2
Who ordered your attack?,2
"When we reached this tree, Legrand turned to Jupiter, and asked him if he thought he could climb it.",0
The Countess had failed in this design with regard to her children; perhaps she hoped to find the next remove in birth more tractable.,2
